Frame_410nm,MeanInt_410nm,Time_410nm,Realtime_410nm,Frame_470nm,MeanInt_470nm,Time_470nm,Realtime_470nm
2498,1021.371006,124.9,16:56.4,2497,909.506629,124.85,16:56.3
2500,1021.586612,125,16:56.5,2499,909.520539,124.95,16:56.4
2502,1021.329276,125.1,16:56.6,2501,909.4648989,125.05,16:56.5
2504,1021.085851,125.2,16:56.7,2503,910.0282547,125.15,16:56.6
2506,1021.384916,125.3,16:56.8,2505,909.6805042,125.25,16:56.7
2508,1021.287546,125.4,16:56.9,2507,908.797218,125.35,16:56.8
2510,1021.600522,125.5,16:57.0,2509,909.4718539,125.45,16:56.9
2512,1021.864812,125.6,16:57.1,2511,907.6844164,125.55,16:57.0
2514,1021.391871,125.7,16:57.2,2513,907.4549011,125.65,16:57.1
2516,1021.586612,125.8,16:57.3,2515,907.8304716,125.75,16:57.2
2518,1021.113671,125.9,16:57.4,2517,906.9819604,125.85,16:57.3
2520,1021.162356,126,16:57.5,2519,906.68985,125.95,16:57.4
2522,1021.524017,126.1,16:57.6,2521,905.1527929,126.05,16:57.5
2524,1021.350141,126.2,16:57.7,2523,907.5800913,126.15,16:57.6
2526,1021.058031,126.3,16:57.8,2525,907.378396,126.25,16:57.7
2528,1021.085851,126.4,16:57.9,2527,909.6735492,126.35,16:57.8
2530,1021.259726,126.5,16:58.0,2529,909.2979787,126.45,16:57.9
2532,1021.405781,126.6,16:58.1,2531,907.9765268,126.55,16:58.0
2534,1021.155401,126.7,16:58.2,2533,908.8945881,126.65,16:58.1
2536,1021.252771,126.8,16:58.3,2535,908.4077374,126.75,16:58.2
2538,1021.287546,126.9,16:58.4,2537,907.7956966,126.85,16:58.3
2540,1021.315366,127,16:58.5,2539,908.5955227,126.95,16:58.4
2542,1021.231906,127.1,16:58.6,2541,907.9834819,127.05,16:58.5
2544,1021.044121,127.2,16:58.7,2543,908.1921321,127.15,16:58.6
2546,1021.322321,127.3,16:58.8,2545,906.7037601,127.25,16:58.7
2548,1021.183221,127.4,16:58.9,2547,907.4896762,127.35,16:58.8
2550,1021.127581,127.5,16:59.0,2549,906.9471854,127.45,16:58.9
2552,1021.127581,127.6,16:59.1,2551,907.8304716,127.55,16:59.0
2554,1021.517062,127.7,16:59.2,2553,908.6650728,127.65,16:59.1
2556,1021.064986,127.8,16:59.3,2555,907.5731363,127.75,16:59.2
2558,1021.217996,127.9,16:59.4,2557,909.2979787,127.85,16:59.3
2560,1021.391871,128,16:59.5,2559,908.5398826,127.95,16:59.4
2562,1021.412736,128.1,16:59.6,2561,907.5383612,128.05,16:59.5
2564,1021.419691,128.2,16:59.7,2563,908.1295371,128.15,16:59.6
2566,1021.217996,128.3,16:59.8,2565,908.5329276,128.25,16:59.7
2568,1021.259726,128.4,16:59.9,2567,909.6735492,128.35,16:59.8
2570,1021.607477,128.5,17:00.0,2569,907.9417518,128.45,16:59.9
2572,1021.190176,128.6,17:00.1,2571,910.4594653,128.55,17:00.0
2574,1021.440556,128.7,17:00.2,2573,908.3590524,128.65,17:00.1
2576,1021.078896,128.8,17:00.3,2575,907.7956966,128.75,17:00.2
2578,1021.558792,128.9,17:00.4,2577,906.8845903,128.85,17:00.3
2580,1021.141491,129,17:00.5,2579,907.7678765,128.95,17:00.4
2582,1021.058031,129.1,17:00.6,2581,908.6372528,129.05,17:00.5
2584,1021.398826,129.2,17:00.7,2583,907.6009563,129.15,17:00.6
2586,1021.259726,129.3,17:00.8,2585,907.1419257,129.25,17:00.7
2588,1021.238861,129.4,17:00.9,2587,906.1334493,129.35,17:00.8
2590,1021.586612,129.5,17:01.0,2589,909.5692241,129.45,17:00.9
2592,1021.419691,129.6,17:01.1,2591,909.3188437,129.55,17:01.0
2594,1021.273636,129.7,17:01.2,2593,908.6302978,129.65,17:01.1
2596,1020.772875,129.8,17:01.3,2595,909.6874592,129.75,17:01.2
2598,1021.377961,129.9,17:01.4,2597,908.9710932,129.85,17:01.3
2600,1021.162356,130,17:01.5,2599,909.0754184,129.95,17:01.4
2602,1021.517062,130.1,17:01.6,2601,908.9641382,130.05,17:01.5
2604,1021.287546,130.2,17:01.7,2603,909.6387742,130.15,17:01.6
2606,1021.224951,130.3,17:01.8,2605,909.3049337,130.25,17:01.7
2608,1021.329276,130.4,17:01.9,2607,909.7361443,130.35,17:01.8
2610,1021.336231,130.5,17:02.0,2609,910.2716801,130.45,17:01.9
2612,1020.981526,130.6,17:02.1,2611,909.3049337,130.55,17:02.0
2614,1021.030211,130.7,17:02.2,2613,908.3660074,130.65,17:02.1
2616,1020.807651,130.8,17:02.3,2615,909.513584,130.75,17:02.2
2618,1021.343186,130.9,17:02.4,2617,910.5081504,130.85,17:02.3
2620,1021.099761,131,17:02.5,2619,908.9293632,130.95,17:02.4
2622,1021.162356,131.1,17:02.6,2621,908.8667681,131.05,17:02.5
2624,1020.953706,131.2,17:02.7,2623,909.4162139,131.15,17:02.6
2626,1021.273636,131.3,17:02.8,2625,909.7083243,131.25,17:02.7
2628,1020.988481,131.4,17:02.9,2627,910.3342752,131.35,17:02.8
2630,1020.988481,131.5,17:03.0,2629,906.668985,131.45,17:02.9
2632,1021.238861,131.6,17:03.1,2631,910.25777,131.55,17:03.0
2634,1021.273636,131.7,17:03.2,2633,910.5985655,131.65,17:03.1
2636,1021.113671,131.8,17:03.3,2635,911.3775266,131.75,17:03.2
2638,1021.134536,131.9,17:03.4,2637,909.4023038,131.85,17:03.3
2640,1021.155401,132,17:03.5,2639,912.9493588,131.95,17:03.4
2642,1020.974571,132.1,17:03.6,2641,912.4694632,132.05,17:03.5
2644,1021.350141,132.2,17:03.7,2643,912.4625082,132.15,17:03.6
2646,1021.294501,132.3,17:03.8,2645,912.0312975,132.25,17:03.7
2648,1021.537927,132.4,17:03.9,2647,911.634862,132.35,17:03.8
2650,1021.252771,132.5,17:04.0,2649,911.4957618,132.45,17:03.9
2652,1021.085851,132.6,17:04.1,2651,912.2608129,132.55,17:04.0
2654,1021.530972,132.7,17:04.2,2653,911.9965225,132.65,17:04.1
2656,1021.711802,132.8,17:04.3,2655,911.8921973,132.75,17:04.2
2658,1020.939796,132.9,17:04.4,2657,912.6502934,132.85,17:04.3
2660,1021.176266,133,17:04.5,2659,914.9106716,132.95,17:04.4
2662,1021.287546,133.1,17:04.6,2661,913.6379048,133.05,17:04.5
2664,1021.245816,133.2,17:04.7,2663,913.2623343,133.15,17:04.6
2666,1020.946751,133.3,17:04.8,2665,912.9215388,133.25,17:04.7
2668,1021.510106,133.4,17:04.9,2667,913.088459,133.35,17:04.8
2670,1021.419691,133.5,17:05.0,2669,913.6100848,133.45,17:04.9
2672,1021.190176,133.6,17:05.1,2671,913.6657248,133.55,17:05.0
2674,1021.085851,133.7,17:05.2,2673,912.5042382,133.65,17:05.1
2676,1021.482286,133.8,17:05.3,2675,913.8535101,133.75,17:05.2
2678,1021.211041,133.9,17:05.4,2677,914.1386655,133.85,17:05.3
2680,1021.405781,134,17:05.5,2679,914.8758965,133.95,17:05.4
2682,1021.058031,134.1,17:05.6,2681,914.2290806,134.05,17:05.5
2684,1021.266681,134.2,17:05.7,2683,914.7507064,134.15,17:05.6
2686,1021.454466,134.3,17:05.8,2685,915.1054119,134.25,17:05.7
2688,1021.051076,134.4,17:05.9,2687,915.202782,134.35,17:05.8
2690,1021.204086,134.5,17:06.0,2689,915.0845468,134.45,17:05.9
2692,1021.190176,134.6,17:06.1,2691,913.7352749,134.55,17:06.0
2694,1020.918931,134.7,17:06.2,2693,914.1178005,134.65,17:06.1
2696,1021.044121,134.8,17:06.3,2695,912.8728537,134.75,17:06.2
2698,1021.078896,134.9,17:06.4,2697,914.458596,134.85,17:06.3
2700,1020.953706,135,17:06.5,2699,913.4153445,134.95,17:06.4
2702,1021.329276,135.1,17:06.6,2701,911.5166268,135.05,17:06.5
2704,1020.988481,135.2,17:06.7,2703,913.1580091,135.15,17:06.6
2706,1021.058031,135.3,17:06.8,2705,911.9130624,135.25,17:06.7
2708,1021.461421,135.4,17:06.9,2707,913.1023691,135.35,17:06.8
2710,1021.134536,135.5,17:07.0,2709,914.1038905,135.45,17:06.9
2712,1021.176266,135.6,17:07.1,2711,911.5792219,135.55,17:07.0
2714,1020.905021,135.7,17:07.2,2713,912.5876983,135.65,17:07.1
2716,1021.301456,135.8,17:07.3,2715,912.8450337,135.75,17:07.2
2718,1020.925886,135.9,17:07.4,2717,912.323408,135.85,17:07.3
2720,1020.995436,136,17:07.5,2719,913.3736144,135.95,17:07.4
2722,1021.078896,136.1,17:07.6,2721,912.7198435,136.05,17:07.5
2724,1020.592045,136.2,17:07.7,2723,912.1912628,136.15,17:07.6
2726,1021.364051,136.3,17:07.8,2725,913.1719191,136.25,17:07.7
2728,1021.224951,136.4,17:07.9,2727,912.4903282,136.35,17:07.8
2730,1021.322321,136.5,17:08.0,2729,913.6518148,136.45,17:07.9
2732,1020.995436,136.6,17:08.1,2731,910.939361,136.55,17:08.0
2734,1021.224951,136.7,17:08.2,2733,911.6905021,136.65,17:08.1
2736,1021.071941,136.8,17:08.3,2735,910.7446207,136.75,17:08.2
2738,1021.169311,136.9,17:08.4,2737,912.0104325,136.85,17:08.3
2740,1021.322321,137,17:08.5,2739,909.9447946,136.95,17:08.4
2742,1021.120626,137.1,17:08.6,2741,911.3218865,137.05,17:08.5
2744,1020.932841,137.2,17:08.7,2743,910.7515757,137.15,17:08.6
2746,1020.967616,137.3,17:08.8,2745,909.6248642,137.25,17:08.7
2748,1021.106716,137.4,17:08.9,2747,911.1897414,137.35,17:08.8
2750,1021.211041,137.5,17:09.0,2749,911.3775266,137.45,17:08.9
2752,1021.287546,137.6,17:09.1,2751,909.8404695,137.55,17:09.0
2754,1021.259726,137.7,17:09.2,2753,910.3342752,137.65,17:09.1
2756,1021.350141,137.8,17:09.3,2755,910.7028907,137.75,17:09.2
2758,1021.357096,137.9,17:09.4,2757,910.4107803,137.85,17:09.3
2760,1021.169311,138,17:09.5,2759,910.6681156,137.95,17:09.4
2762,1021.204086,138.1,17:09.6,2761,909.7987394,138.05,17:09.5
2764,1021.162356,138.2,17:09.7,2763,909.9587046,138.15,17:09.6
2766,1021.224951,138.3,17:09.8,2765,909.7222343,138.25,17:09.7
2768,1021.231906,138.4,17:09.9,2767,911.5374918,138.35,17:09.8
2770,1021.127581,138.5,17:10.0,2769,911.3010215,138.45,17:09.9
2772,1020.807651,138.6,17:10.1,2771,911.6974571,138.55,17:10.0
2774,1021.426646,138.7,17:10.2,2773,912.8311237,138.65,17:10.1
2776,1021.183221,138.8,17:10.3,2775,912.323408,138.75,17:10.2
2778,1021.384916,138.9,17:10.4,2777,911.9617474,138.85,17:10.3
2780,1021.336231,139,17:10.5,2779,912.7476636,138.95,17:10.4
2782,1021.092806,139.1,17:10.6,2781,910.4733754,139.05,17:10.5
2784,1020.828516,139.2,17:10.7,2783,910.6263856,139.15,17:10.6
2786,1021.148446,139.3,17:10.8,2785,912.3094979,139.25,17:10.7
2788,1020.800696,139.4,17:10.9,2787,911.3079765,139.35,17:10.8
2790,1021.211041,139.5,17:11.0,2789,909.4231689,139.45,17:10.9
2792,1020.891111,139.6,17:11.1,2791,911.4609867,139.55,17:11.0
2794,1021.176266,139.7,17:11.2,2793,909.9100196,139.65,17:11.1
2796,1020.814606,139.8,17:11.3,2795,910.932406,139.75,17:11.2
2798,1021.433601,139.9,17:11.4,2797,911.3705716,139.85,17:11.3
2800,1021.092806,140,17:11.5,2799,910.960226,139.95,17:11.4
2802,1021.064986,140.1,17:11.6,2801,910.967181,140.05,17:11.5
2804,1021.058031,140.2,17:11.7,2803,909.0475983,140.15,17:11.6
2806,1021.058031,140.3,17:11.8,2805,910.8976309,140.25,17:11.7
2808,1021.120626,140.4,17:11.9,2807,909.7152793,140.35,17:11.8
2810,1021.204086,140.5,17:12.0,2809,911.1549663,140.45,17:11.9
2812,1021.238861,140.6,17:12.1,2811,910.8837209,140.55,17:12.0
2814,1021.064986,140.7,17:12.2,2813,911.3288416,140.65,17:12.1
2816,1021.197131,140.8,17:12.3,2815,912.2329928,140.75,17:12.2
2818,1021.308411,140.9,17:12.4,2817,911.9339274,140.85,17:12.3
2820,1021.329276,141,17:12.5,2819,912.0591176,140.95,17:12.4
2822,1020.988481,141.1,17:12.6,2821,913.0258639,141.05,17:12.5
2824,1020.981526,141.2,17:12.7,2823,912.4346881,141.15,17:12.6
2826,1021.231906,141.3,17:12.8,2825,911.7809172,141.25,17:12.7
2828,1020.898066,141.4,17:12.9,2827,910.3829602,141.35,17:12.8
2830,1021.023256,141.5,17:13.0,2829,913.6796349,141.45,17:12.9
2832,1020.772875,141.6,17:13.1,2831,912.9006738,141.55,17:13.0
2834,1020.898066,141.7,17:13.2,2833,914.7785264,141.65,17:13.1
2836,1021.037166,141.8,17:13.3,2835,915.3488372,141.75,17:13.2
2838,1020.786785,141.9,17:13.4,2837,913.2066942,141.85,17:13.3
2840,1020.925886,142,17:13.5,2839,916.1625734,141.95,17:13.4
2842,1021.176266,142.1,17:13.6,2841,912.8450337,142.05,17:13.5
2844,1021.148446,142.2,17:13.7,2843,914.8828516,142.15,17:13.6
2846,1021.141491,142.3,17:13.8,2845,912.5459683,142.25,17:13.7
2848,1021.134536,142.4,17:13.9,2847,913.8326451,142.35,17:13.8
2850,1021.113671,142.5,17:14.0,2849,913.2066942,142.45,17:13.9
2852,1021.078896,142.6,17:14.1,2851,912.4764182,142.55,17:14.0
2854,1021.183221,142.7,17:14.2,2853,914.2569007,142.65,17:14.1
2856,1020.76592,142.8,17:14.3,2855,914.7576614,142.75,17:14.2
2858,1021.197131,142.9,17:14.4,2857,912.8658987,142.85,17:14.3
2860,1020.946751,143,17:14.5,2859,912.9771789,142.95,17:14.4
2862,1021.357096,143.1,17:14.6,2861,912.9424038,143.05,17:14.5
2864,1021.078896,143.2,17:14.7,2863,910.25777,143.15,17:14.6
2866,1021.016301,143.3,17:14.8,2865,911.5444469,143.25,17:14.7
2868,1020.835471,143.4,17:14.9,2867,911.0784612,143.35,17:14.8
2870,1021.071941,143.5,17:15.0,2869,910.3551402,143.45,17:14.9
2872,1021.148446,143.6,17:15.1,2871,910.5985655,143.55,17:15.0
2874,1020.995436,143.7,17:15.2,2873,909.513584,143.65,17:15.1
2876,1020.800696,143.8,17:15.3,2875,909.1101934,143.75,17:15.2
2878,1021.127581,143.9,17:15.4,2877,909.7778744,143.85,17:15.3
2880,1021.197131,144,17:15.5,2879,910.9880461,143.95,17:15.4
2882,1021.078896,144.1,17:15.6,2881,910.5429255,144.05,17:15.5
2884,1020.849381,144.2,17:15.7,2883,909.6318192,144.15,17:15.6
2886,1021.357096,144.3,17:15.8,2885,908.6163877,144.25,17:15.7
2888,1021.384916,144.4,17:15.9,2887,910.5011954,144.35,17:15.8
2890,1021.350141,144.5,17:16.0,2889,909.3118887,144.45,17:15.9
2892,1021.308411,144.6,17:16.1,2891,909.1658335,144.55,17:16.0
2894,1021.266681,144.7,17:16.2,2893,909.7570093,144.65,17:16.1
2896,1021.141491,144.8,17:16.3,2895,912.2816779,144.75,17:16.2
2898,1021.058031,144.9,17:16.4,2897,911.0089111,144.85,17:16.3
2900,1021.058031,145,17:16.5,2899,910.6194306,144.95,17:16.4
2902,1021.224951,145.1,17:16.6,2901,909.8613345,145.05,17:16.5
2904,1020.856336,145.2,17:16.7,2903,909.4579439,145.15,17:16.6
2906,1021.120626,145.3,17:16.8,2905,910.4038253,145.25,17:16.7
2908,1021.211041,145.4,17:16.9,2907,909.1519235,145.35,17:16.8
2910,1021.211041,145.5,17:17.0,2909,909.5692241,145.45,17:16.9
2912,1020.967616,145.6,17:17.1,2911,911.5096718,145.55,17:17.0
2914,1020.814606,145.7,17:17.2,2913,911.0436862,145.65,17:17.1
2916,1020.981526,145.8,17:17.3,2915,909.3605738,145.75,17:17.2
2918,1021.009346,145.9,17:17.4,2917,909.2353836,145.85,17:17.3
2920,1020.835471,146,17:17.5,2919,910.5777005,145.95,17:17.4
2922,1021.016301,146.1,17:17.6,2921,909.0615084,146.05,17:17.5
2924,1020.918931,146.2,17:17.7,2923,909.7222343,146.15,17:17.6
2926,1021.030211,146.3,17:17.8,2925,907.9487068,146.25,17:17.7
2928,1021.044121,146.4,17:17.9,2927,908.5120626,146.35,17:17.8
2930,1020.967616,146.5,17:18.0,2929,907.5870463,146.45,17:17.9
2932,1021.294501,146.6,17:18.1,2931,908.3451424,146.55,17:18.0
2934,1021.238861,146.7,17:18.2,2933,908.0321669,146.65,17:18.1
2936,1021.357096,146.8,17:18.3,2935,909.7778744,146.75,17:18.2
2938,1020.988481,146.9,17:18.4,2937,909.7917844,146.85,17:18.3
2940,1020.786785,147,17:18.5,2939,907.6496414,146.95,17:18.4
2942,1021.155401,147.1,17:18.6,2941,909.1519235,147.05,17:18.5
2944,1021.078896,147.2,17:18.7,2943,907.5174962,147.15,17:18.6
2946,1020.898066,147.3,17:18.8,2945,908.7137579,147.25,17:18.7
2948,1021.322321,147.4,17:18.9,2947,907.6774614,147.35,17:18.8
2950,1021.148446,147.5,17:19.0,2949,909.7152793,147.45,17:18.9
2952,1020.960661,147.6,17:19.1,2951,907.6983265,147.55,17:19.0
2954,1020.911976,147.7,17:19.2,2953,906.0569441,147.65,17:19.1
2956,1020.918931,147.8,17:19.3,2955,905.7926538,147.75,17:19.2
2958,1020.57118,147.9,17:19.4,2957,909.3118887,147.85,17:19.3
2960,1020.884156,148,17:19.5,2959,907.8374266,147.95,17:19.4
2962,1020.967616,148.1,17:19.6,2961,907.2184308,148.05,17:19.5
2964,1021.016301,148.2,17:19.7,2963,909.6318192,148.15,17:19.6
2966,1020.807651,148.3,17:19.8,2965,906.7524451,148.25,17:19.7
2968,1021.002391,148.4,17:19.9,2967,909.3466638,148.35,17:19.8
2970,1021.127581,148.5,17:20.0,2969,906.6133449,148.45,17:19.9
2972,1021.009346,148.6,17:20.1,2971,906.5716149,148.55,17:20.0
2974,1021.148446,148.7,17:20.2,2973,907.1141056,148.65,17:20.1
2976,1021.058031,148.8,17:20.3,2975,908.2825473,148.75,17:20.2
2978,1021.252771,148.9,17:20.4,2977,908.6094327,148.85,17:20.3
2980,1021.141491,149,17:20.5,2979,909.0962834,148.95,17:20.4
2982,1021.120626,149.1,17:20.6,2981,909.520539,149.05,17:20.5
2984,1020.821561,149.2,17:20.7,2983,909.7013693,149.15,17:20.6
2986,1020.960661,149.3,17:20.8,2985,909.9239296,149.25,17:20.7
2988,1020.800696,149.4,17:20.9,2987,908.4981526,149.35,17:20.8
2990,1021.078896,149.5,17:21.0,2989,909.2214736,149.45,17:20.9
2992,1020.884156,149.6,17:21.1,2991,907.4201261,149.55,17:21.0
2994,1020.891111,149.7,17:21.2,2993,909.2353836,149.65,17:21.1
2996,1020.800696,149.8,17:21.3,2995,908.6511628,149.75,17:21.2
2998,1020.599,149.9,17:21.4,2997,909.5761791,149.85,17:21.3
3000,1020.974571,150,17:21.5,2999,908.8806781,149.95,17:21.4
3002,1020.62682,150.1,17:21.6,3001,908.4494675,150.05,17:21.5
3004,1021.009346,150.2,17:21.7,3003,906.9680504,150.15,17:21.6
3006,1020.76592,150.3,17:21.8,3005,909.3397088,150.25,17:21.7
3008,1020.932841,150.4,17:21.9,3007,910.6194306,150.35,17:21.8
3010,1020.807651,150.5,17:22.0,3009,909.7361443,150.45,17:21.9
3012,1020.884156,150.6,17:22.1,3011,909.0545534,150.55,17:22.0
3014,1020.75201,150.7,17:22.2,3013,909.2910237,150.65,17:22.1
3016,1020.953706,150.8,17:22.3,3015,909.7709194,150.75,17:22.2
3018,1020.981526,150.9,17:22.4,3017,908.4703325,150.85,17:22.3
3020,1021.113671,151,17:22.5,3019,909.3188437,150.95,17:22.4
3022,1020.953706,151.1,17:22.6,3021,909.7430993,151.05,17:22.5
3024,1020.946751,151.2,17:22.7,3023,908.5746577,151.15,17:22.6
3026,1020.800696,151.3,17:22.8,3025,909.0267333,151.25,17:22.7
3028,1020.55727,151.4,17:22.9,3027,907.8930667,151.35,17:22.8
3030,1020.327755,151.5,17:23.0,3029,909.4579439,151.45,17:22.9
3032,1020.69637,151.6,17:23.1,3031,909.0754184,151.55,17:23.0
3034,1020.68246,151.7,17:23.2,3033,907.9834819,151.65,17:23.1
3036,1020.884156,151.8,17:23.3,3035,910.195175,151.75,17:23.2
3038,1021.023256,151.9,17:23.4,3037,910.6263856,151.85,17:23.3
3040,1020.946751,152,17:23.5,3039,908.2964573,151.95,17:23.4
3042,1020.703325,152.1,17:23.6,3041,910.9880461,152.05,17:23.5
3044,1021.016301,152.2,17:23.7,3043,910.4316453,152.15,17:23.6
3046,1020.62682,152.3,17:23.8,3045,909.9517496,152.25,17:23.7
3048,1020.599,152.4,17:23.9,3047,908.6650728,152.35,17:23.8
3050,1020.52945,152.5,17:24.0,3049,908.0460769,152.45,17:23.9
3052,1020.480765,152.6,17:24.1,3051,907.6148663,152.55,17:24.0
3054,1020.508585,152.7,17:24.2,3053,906.9750054,152.65,17:24.1
3056,1020.550315,152.8,17:24.3,3055,906.5924799,152.75,17:24.2
3058,1020.75201,152.9,17:24.4,3057,908.0113019,152.85,17:24.3
3060,1020.800696,153,17:24.5,3059,907.6705064,152.95,17:24.4
3062,1020.76592,153.1,17:24.6,3061,908.5259726,153.05,17:24.5
3064,1020.717235,153.2,17:24.7,3063,908.4355575,153.15,17:24.6
3066,1020.54336,153.3,17:24.8,3065,908.6928928,153.25,17:24.7
3068,1020.536405,153.4,17:24.9,3067,909.7639644,153.35,17:24.8
3070,1020.508585,153.5,17:25.0,3069,909.3049337,153.45,17:24.9
3072,1020.758965,153.6,17:25.1,3071,907.7122365,153.55,17:25.0
3074,1020.849381,153.7,17:25.2,3073,906.7454901,153.65,17:25.1
3076,1020.57118,153.8,17:25.3,3075,908.3729624,153.75,17:25.2
3078,1020.76592,153.9,17:25.4,3077,909.7500543,153.85,17:25.3
3080,1020.69637,154,17:25.5,3079,911.2314714,153.95,17:25.4
3082,1020.341665,154.1,17:25.6,3081,909.8265594,154.05,17:25.5
3084,1020.689415,154.2,17:25.7,3083,911.634862,154.15,17:25.6
3086,1020.44599,154.3,17:25.8,3085,910.8559009,154.25,17:25.7
3088,1020.7381,154.4,17:25.9,3087,911.9408824,154.35,17:25.8
3090,1020.550315,154.5,17:26.0,3089,911.8782873,154.45,17:25.9
3092,1020.425125,154.6,17:26.1,3091,911.4470767,154.55,17:26.0
3094,1020.425125,154.7,17:26.2,3093,911.3914366,154.65,17:26.1
3096,1020.592045,154.8,17:26.3,3095,911.0993262,154.75,17:26.2
3098,1020.452945,154.9,17:26.4,3097,912.7685286,154.85,17:26.3
3100,1020.66855,155,17:26.5,3099,909.3953488,154.95,17:26.4
3102,1020.47381,155.1,17:26.6,3101,911.1062812,155.05,17:26.5
3104,1020.68246,155.2,17:26.7,3103,910.5429255,155.15,17:26.6
3106,1020.72419,155.3,17:26.8,3105,909.1380135,155.25,17:26.7
3108,1020.884156,155.4,17:26.9,3107,908.811128,155.35,17:26.8
3110,1020.807651,155.5,17:27.0,3109,909.1449685,155.45,17:26.9
3112,1020.675505,155.6,17:27.1,3111,907.5244512,155.55,17:27.0
3114,1020.898066,155.7,17:27.2,3113,908.6998479,155.65,17:27.1
3116,1020.946751,155.8,17:27.3,3115,909.8613345,155.75,17:27.2
3118,1020.55727,155.9,17:27.4,3117,908.8737231,155.85,17:27.3
3120,1020.786785,156,17:27.5,3119,908.6511628,155.95,17:27.4
3122,1020.68246,156.1,17:27.6,3121,909.4301239,156.05,17:27.5
3124,1020.69637,156.2,17:27.7,3123,910.3829602,156.15,17:27.6
3126,1020.647685,156.3,17:27.8,3125,907.6218213,156.25,17:27.7
3128,1020.72419,156.4,17:27.9,3127,906.5437948,156.35,17:27.8
3130,1020.62682,156.5,17:28.0,3129,907.8722017,156.45,17:27.9
3132,1020.64073,156.6,17:28.1,3131,908.5885677,156.55,17:28.0
3134,1020.953706,156.7,17:28.2,3133,907.5035862,156.65,17:28.1
3136,1020.689415,156.8,17:28.3,3135,906.3142795,156.75,17:28.2
3138,1020.65464,156.9,17:28.4,3137,908.122582,156.85,17:28.3
3140,1021.113671,157,17:28.5,3139,906.8080852,156.95,17:28.4
3142,1020.800696,157.1,17:28.6,3141,907.364486,157.05,17:28.5
3144,1020.953706,157.2,17:28.7,3143,907.5105412,157.15,17:28.6
3146,1021.044121,157.3,17:28.8,3145,907.6496414,157.25,17:28.7
3148,1020.905021,157.4,17:28.9,3147,907.6844164,157.35,17:28.8
3150,1020.647685,157.5,17:29.0,3149,907.5661813,157.45,17:28.9
3152,1020.807651,157.6,17:29.1,3151,907.7261465,157.55,17:29.0
3154,1020.842426,157.7,17:29.2,3153,905.980439,157.65,17:29.1
3156,1020.599,157.8,17:29.3,3155,906.6272549,157.75,17:29.2
3158,1020.891111,157.9,17:29.4,3157,907.1280156,157.85,17:29.3
3160,1020.7381,158,17:29.5,3159,907.1767007,157.95,17:29.4
3162,1020.717235,158.1,17:29.6,3161,906.3977396,158.05,17:29.5
3164,1020.605955,158.2,17:29.7,3163,908.9432732,158.15,17:29.6
3166,1020.884156,158.3,17:29.8,3165,908.5607477,158.25,17:29.7
3168,1020.877201,158.4,17:29.9,3167,907.6705064,158.35,17:29.8
3170,1020.522495,158.5,17:30.0,3169,907.8096066,158.45,17:29.9
3172,1020.425125,158.6,17:30.1,3171,907.364486,158.55,17:30.0
3174,1020.703325,158.7,17:30.2,3173,908.797218,158.65,17:30.1
3176,1020.925886,158.8,17:30.3,3175,907.4896762,158.75,17:30.2
3178,1020.19561,158.9,17:30.4,3177,908.6859378,158.85,17:30.3
3180,1020.65464,159,17:30.5,3179,908.1643121,158.95,17:30.4
3182,1020.689415,159.1,17:30.6,3181,909.1101934,159.05,17:30.5
3184,1020.355575,159.2,17:30.7,3183,908.3590524,159.15,17:30.6
3186,1020.76592,159.3,17:30.8,3185,907.5244512,159.25,17:30.7
3188,1020.745055,159.4,17:30.9,3187,907.8026516,159.35,17:30.8
3190,1020.564225,159.5,17:31.0,3189,907.8861117,159.45,17:30.9
3192,1020.731145,159.6,17:31.1,3191,905.959574,159.55,17:31.0
3194,1020.55727,159.7,17:31.2,3193,905.3753532,159.65,17:31.1
3196,1020.619865,159.8,17:31.3,3195,906.9958705,159.75,17:31.2
3198,1020.61291,159.9,17:31.4,3197,907.0445555,159.85,17:31.3
3200,1020.369485,160,17:31.5,3199,905.8900239,159.95,17:31.4
3202,1020.61291,160.1,17:31.6,3201,906.0082591,160.05,17:31.5
3204,1020.599,160.2,17:31.7,3203,905.9108889,160.15,17:31.6
